Helsinki-NLP/opus-mt-is-en,512,None,236
Helsinki-NLP/opus-mt-en-hu,512,None,235
Helsinki-NLP/opus-mt-en-mk,512,None,234
Helsinki-NLP/opus-mt-en-ur,512,None,232
facebook/wmt21-dense-24-wide-en-x,200,None,220
facebook/wmt21-dense-24-wide-x-en,200,None,194
Helsinki-NLP/opus-mt-en-af,512,None,191
Helsinki-NLP/opus-mt-fj-en,512,None,184
Helsinki-NLP/opus-mt-en-eu,512,None,181
Helsinki-NLP/opus-mt-en-bg,512,None,178
Helsinki-NLP/opus-mt-en-uk,512,None,170
Helsinki-NLP/opus-mt-it-ar,512,None,163
Helsinki-NLP/opus-mt-mh-en,512,None,162
Helsinki-NLP/opus-mt-en-is,512,None,156
Helsinki-NLP/opus-mt-zh-it,512,None,155
liam168/trans-opus-mt-zh-en,512,None,154
Helsinki-NLP/opus-mt-bi-en,512,None,153
Helsinki-NLP/opus-mt-ceb-en,512,None,150
Helsinki-NLP/opus-mt-ga-en,512,None,147
akhooli/mbart-large-cc25-ar-en,1000,None,142
Helsinki-NLP/opus-mt-en-mg,512,None,140
Helsinki-NLP/opus-tatoeba-en-tr,512,None,140
Lalita/marianmt-th-zh_cn,512,None,140
Helsinki-NLP/opus-mt-en-sn,512,None,139
Helsinki-NLP/opus-mt-jap-en,512,None,135
Helsinki-NLP/opus-mt-sm-en,512,None,135
Helsinki-NLP/opus-mt-en-sg,512,None,134
Helsinki-NLP/opus-mt-en-ga,512,None,133
Helsinki-NLP/opus-mt-en-mr,512,None,133
Helsinki-NLP/opus-mt-pt-ca,512,None,133
marefa-nlp/marefa-mt-en-ar,512,None,132
Helsinki-NLP/opus-mt-ht-en,512,None,127
mrm8488/mbart-large-finetuned-opus-en-es-translation,1024,None,127
Helsinki-NLP/opus-mt-NORTH_EU-NORTH_EU,512,None,126
Helsinki-NLP/opus-mt-en-ca,512,None,126
Helsinki-NLP/opus-mt-mg-en,512,None,124
Helsinki-NLP/opus-mt-en-ee,512,None,120
Helsinki-NLP/opus-mt-en-gl,512,None,120
Helsinki-NLP/opus-mt-en-om,512,None,119
Helsinki-NLP/opus-mt-es-it,512,None,118
Helsinki-NLP/opus-mt-sn-en,512,None,118
Helsinki-NLP/opus-mt-en-ha,512,None,117
Helsinki-NLP/opus-mt-en-ng,512,None,117
Helsinki-NLP/opus-mt-en-rw,512,None,117
Helsinki-NLP/opus-mt-en-bi,512,None,116
Helsinki-NLP/opus-mt-pap-en,512,None,115
Helsinki-NLP/opus-mt-en-kg,512,None,113
Helsinki-NLP/opus-mt-en-mh,512,None,113
Helsinki-NLP/opus-mt-en-ml,512,None,113
tommy19970714/translation-japanese,512,None,113
Helsinki-NLP/opus-mt-en-ho,512,None,112
Helsinki-NLP/opus-mt-en-ln,512,None,112
Helsinki-NLP/opus-mt-en-mt,512,None,112
Helsinki-NLP/opus-mt-gv-en,512,None,112
Helsinki-NLP/opus-mt-en-cy,512,None,111
Helsinki-NLP/opus-mt-en-az,512,None,110
Helsinki-NLP/opus-mt-en-ig,512,None,110
Helsinki-NLP/opus-mt-lg-en,512,None,109
Helsinki-NLP/opus-mt-lu-en,512,None,109
Helsinki-NLP/opus-mt-en-ht,512,None,108
Helsinki-NLP/opus-mt-en-sw,512,None,107
Helsinki-NLP/opus-mt-it-fr,512,None,107
Helsinki-NLP/opus-mt-ln-en,512,None,107
Helsinki-NLP/opus-mt-en-hy,512,None,106
Helsinki-NLP/opus-mt-en-lg,512,None,106
Helsinki-NLP/opus-mt-ig-en,512,None,106
Helsinki-NLP/opus-mt-ee-en,512,None,105
Helsinki-NLP/opus-mt-en-fj,512,None,105
Helsinki-NLP/opus-mt-en-grk,512,None,105
Helsinki-NLP/opus-mt-es-ru,512,None,105
Helsinki-NLP/opus-mt-en-gv,512,None,104
Helsinki-NLP/opus-mt-en-lu,512,None,103
Helsinki-NLP/opus-mt-en-st,512,None,103
Helsinki-NLP/opus-mt-th-fr,512,None,103
Helsinki-NLP/opus-mt-ar-ru,512,None,102
Helsinki-NLP/opus-mt-en-kj,512,None,102
Helsinki-NLP/opus-mt-ho-en,512,None,102
Helsinki-NLP/opus-mt-om-en,512,None,102
Helsinki-NLP/opus-mt-en-ny,512,None,101
Helsinki-NLP/opus-mt-kg-en,512,None,101
Helsinki-NLP/opus-mt-sg-en,512,None,101
Helsinki-NLP/opus-mt-rw-en,512,None,100
Helsinki-NLP/opus-mt-ss-en,512,None,100
Helsinki-NLP/opus-mt-en-ss,512,None,99
Helsinki-NLP/opus-mt-en-ti,512,None,99
Helsinki-NLP/opus-mt-st-en,512,None,98
Helsinki-NLP/opus-mt-en-sq,512,None,97
Helsinki-NLP/opus-mt-en-xh,512,None,97
Helsinki-NLP/opus-mt-ny-en,512,None,97
Helsinki-NLP/opus-mt-ti-en,512,None,97
Helsinki-NLP/opus-mt-en-trk,512,None,96
Helsinki-NLP/opus-mt-fi-el,512,None,96
Helsinki-NLP/opus-mt-el-fi,512,None,95
Helsinki-NLP/opus-mt-ng-en,512,None,95
Helsinki-NLP/opus-mt-xh-en,512,None,95
Helsinki-NLP/opus-mt-sla-sla,512,None,94
Helsinki-NLP/opus-mt-en-sm,512,None,93
Helsinki-NLP/opus-mt-kj-en,512,None,93
Helsinki-NLP/opus-mt-ru-ar,512,None,93
gsarti/opus-tatoeba-eng-pol,512,None,93
Helsinki-NLP/opus-mt-en-tn,512,None,92
Helsinki-NLP/opus-mt-rn-en,512,None,92
Helsinki-NLP/opus-mt-de-pl,512,None,91
Helsinki-NLP/opus-mt-en-rn,512,None,89
Helsinki-NLP/opus-mt-en-ts,512,None,89
Helsinki-NLP/opus-mt-en-tl,512,None,88
Helsinki-NLP/opus-mt-en-to,512,None,88
Helsinki-NLP/opus-mt-ts-en,512,None,86
Helsinki-NLP/opus-mt-to-en,512,None,84
Helsinki-NLP/opus-mt-en-he,512,None,80
Helsinki-NLP/opus-mt-fr-ro,512,None,79
Helsinki-NLP/opus-mt-ru-es,512,None,78
akhooli/mbart-large-cc25-en-ar,1000,None,76
Helsinki-NLP/opus-mt-en-tw,512,None,75
Helsinki-NLP/opus-mt-tn-en,512,None,75
Helsinki-NLP/opus-mt-de-cs,512,None,74
Helsinki-NLP/opus-mt-eu-es,512,None,74
Helsinki-NLP/opus-mt-ine-en,512,None,74
Helsinki-NLP/opus-mt-sla-en,512,None,73
Helsinki-NLP/opus-mt-es-ar,512,None,72
Helsinki-NLP/opus-mt-sv-sv,512,None,72
Helsinki-NLP/opus-mt-es-ro,512,None,69
Helsinki-NLP/opus-mt-pl-de,512,None,69
Helsinki-NLP/opus-mt-vi-it,512,None,69
mrm8488/mbart-large-finetuned-opus-es-en-translation,1024,None,67
mrm8488/mbart-large-finetuned-opus-it-en-translation,1024,None,67
Helsinki-NLP/opus-mt-bzs-en,512,None,65
google/bert2bert_L-24_wmt_en_de,128,None,65
Helsinki-NLP/opus-mt-cs-fr,512,None,64
Helsinki-NLP/opus-mt-en-zlw,512,None,64
Helsinki-NLP/opus-mt-es-es,512,None,64
Helsinki-NLP/opus-mt-kl-en,512,None,64
Helsinki-NLP/opus-mt-en-dra,512,None,61
tiedeman/opus-mt-en-he,512,None,60
Helsinki-NLP/opus-mt-et-de,512,None,59
Helsinki-NLP/opus-mt-ar-es,512,None,58
Helsinki-NLP/opus-mt-ilo-en,512,None,58
raynardj/wenyanwen-chinese-translate-to-ancient,20,None,58
Helsinki-NLP/opus-mt-de-ar,512,None,57
Helsinki-NLP/opus-mt-war-en,512,None,55
Helsinki-NLP/opus-mt-de-is,512,None,54
Helsinki-NLP/opus-mt-id-fr,512,None,54
Helsinki-NLP/opus-mt-ar-de,512,None,53
Helsinki-NLP/opus-mt-de-he,512,None,53
Helsinki-NLP/opus-mt-pl-es,512,None,53
Helsinki-NLP/opus-mt-pl-fr,512,None,52
Helsinki-NLP/opus-mt-sl-ru,512,None,52
Helsinki-NLP/opus-mt-tr-es,512,None,51
Helsinki-NLP/opus-mt-eo-de,512,None,50
Helsinki-NLP/opus-mt-es-id,512,None,50
Helsinki-NLP/opus-mt-fr-pl,512,None,50
Helsinki-NLP/opus-mt-id-es,512,None,50
Helsinki-NLP/opus-mt-ro-fr,512,None,50
anzorq/t5-v1_1-small-ru_kbd-cased,512,None,50
raynardj/wenyanwen-ancient-translate-to-modern,20,None,50
Helsinki-NLP/opus-mt-es-af,512,None,49
Helsinki-NLP/opus-mt-fi-de,512,None,49
Helsinki-NLP/opus-mt-fr-ar,512,None,49
Helsinki-NLP/opus-mt-inc-inc,512,None,49
Helsinki-NLP/opus-mt-nl-fr,512,None,49
Helsinki-NLP/opus-mt-da-es,512,None,48
Helsinki-NLP/opus-mt-es-is,512,None,48
Helsinki-NLP/opus-mt-es-pl,512,None,48
Helsinki-NLP/opus-mt-fi-es,512,None,48
Helsinki-NLP/opus-mt-afa-en,512,None,47
Helsinki-NLP/opus-mt-no-no,512,None,47
Helsinki-NLP/opus-mt-sv-fr,512,None,47
Helsinki-NLP/opus-mt-de-de,512,None,46
Helsinki-NLP/opus-mt-es-gl,512,None,46
Helsinki-NLP/opus-mt-es-mk,512,None,46
Helsinki-NLP/opus-mt-et-es,512,None,46
Helsinki-NLP/opus-mt-iir-en,512,None,46
Helsinki-NLP/opus-mt-kab-en,512,None,46
Helsinki-NLP/opus-mt-nl-es,512,None,46
Helsinki-NLP/opus-mt-sv-eo,512,None,46
Helsinki-NLP/opus-mt-sv-es,512,None,46
Helsinki-NLP/opus-mt-bg-fr,512,None,45
Helsinki-NLP/opus-mt-ca-fr,512,None,45
Helsinki-NLP/opus-mt-de-no,512,None,45
Helsinki-NLP/opus-mt-en-ine,512,None,45
Helsinki-NLP/opus-mt-es-sl,512,None,45
Helsinki-NLP/opus-mt-gmq-gmq,512,None,45
Helsinki-NLP/opus-tatoeba-es-zh,512,None,45
Helsinki-NLP/opus-mt-cs-de,512,None,44
Helsinki-NLP/opus-mt-es-bg,512,None,44
Helsinki-NLP/opus-mt-ja-es,512,None,44
Helsinki-NLP/opus-mt-ja-fr,512,None,44
Helsinki-NLP/opus-mt-uk-fr,512,None,44
Helsinki-NLP/opus-mt-en-ty,512,None,43
Helsinki-NLP/opus-mt-es-cs,512,None,43
Helsinki-NLP/opus-mt-guw-de,512,None,43
Helsinki-NLP/opus-mt-is-es,512,None,43
Helsinki-NLP/opus-mt-lu-fi,512,None,43
Helsinki-NLP/opus-mt-ca-de,512,None,42
Helsinki-NLP/opus-mt-el-sv,512,None,42
Helsinki-NLP/opus-mt-en-eo,512,None,42
Helsinki-NLP/opus-mt-es-prl,512,None,42
Helsinki-NLP/opus-mt-gl-es,512,None,42
Helsinki-NLP/opus-mt-lua-en,512,None,42
Helsinki-NLP/opus-mt-sk-fr,512,None,42
Helsinki-NLP/opus-mt-sv-tpi,512,None,42
Helsinki-NLP/opus-mt-tum-sv,512,None,42
Helsinki-NLP/opus-mt-zls-en,512,None,42
Helsinki-NLP/opus-mt-en-chk,512,None,41
Helsinki-NLP/opus-mt-eo-sv,512,None,41
Helsinki-NLP/opus-mt-es-vi,512,None,41
Helsinki-NLP/opus-mt-es-zai,512,None,41
Helsinki-NLP/opus-mt-lt-es,512,None,41
Helsinki-NLP/opus-mt-nso-de,512,None,41
Helsinki-NLP/opus-mt-pis-es,512,None,41
Helsinki-NLP/opus-mt-sl-es,512,None,41
Helsinki-NLP/opus-mt-uk-es,512,None,41
Helsinki-NLP/opus-mt-aed-es,512,None,40
Helsinki-NLP/opus-mt-en-itc,512,None,40
Helsinki-NLP/opus-mt-es-lua,512,None,40
Helsinki-NLP/opus-mt-es-ty,512,None,40
Helsinki-NLP/opus-mt-es-yua,512,None,40
Helsinki-NLP/opus-mt-et-fr,512,None,40
Helsinki-NLP/opus-mt-fi-lv,512,None,40
Helsinki-NLP/opus-mt-fi-sq,512,None,40
Helsinki-NLP/opus-mt-fr-gil,512,None,40
Helsinki-NLP/opus-mt-fr-zne,512,None,40
Helsinki-NLP/opus-mt-sem-sem,512,None,40
Helsinki-NLP/opus-mt-wls-fr,512,None,40
Helsinki-NLP/opus-mt-am-sv,512,None,39
Helsinki-NLP/opus-mt-ase-es,512,None,39
Helsinki-NLP/opus-mt-ceb-fr,512,None,39
Helsinki-NLP/opus-mt-de-da,512,None,39
Helsinki-NLP/opus-mt-es-bcl,512,None,39
Helsinki-NLP/opus-mt-fi-ru,512,None,39
Helsinki-NLP/opus-mt-fi-sv,512,None,39
Helsinki-NLP/opus-mt-fi-tw,512,None,39
Helsinki-NLP/opus-mt-fr-sk,512,None,39
Helsinki-NLP/opus-mt-ja-de,512,None,39
Helsinki-NLP/opus-mt-no-de,512,None,39
Helsinki-NLP/opus-mt-sv-sl,512,None,39
Helsinki-NLP/opus-mt-sv-tvl,512,None,39
Helsinki-NLP/opus-mt-zne-sv,512,None,39
baffo32/t5-base-ptmap,300,None,39
Helsinki-NLP/opus-mt-ar-pl,512,None,38
Helsinki-NLP/opus-mt-ceb-fi,512,None,38
Helsinki-NLP/opus-mt-cpp-en,512,None,38
Helsinki-NLP/opus-mt-en-bcl,512,None,38
Helsinki-NLP/opus-mt-en-luo,512,None,38
Helsinki-NLP/opus-mt-en-niu,512,None,38
Helsinki-NLP/opus-mt-en-nyk,512,None,38
Helsinki-NLP/opus-mt-en-rnd,512,None,38
Helsinki-NLP/opus-mt-es-aed,512,None,38
Helsinki-NLP/opus-mt-es-bzs,512,None,38
Helsinki-NLP/opus-mt-es-eu,512,None,38
Helsinki-NLP/opus-mt-es-uk,512,None,38
Helsinki-NLP/opus-mt-es-wls,512,None,38
Helsinki-NLP/opus-mt-fi-it,512,None,38
Helsinki-NLP/opus-mt-fr-lue,512,None,38
Helsinki-NLP/opus-mt-fr-wls,512,None,38
Helsinki-NLP/opus-mt-kwy-fr,512,None,38
Helsinki-NLP/opus-mt-lue-sv,512,None,38
Helsinki-NLP/opus-mt-ru-fi,512,None,38
Helsinki-NLP/opus-mt-run-sv,512,None,38
Helsinki-NLP/opus-mt-ssp-es,512,None,38
Helsinki-NLP/opus-mt-tzo-es,512,None,38
Narrativa/mbart-large-50-finetuned-opus-en-pt-translation,200,None,38
Helsinki-NLP/opus-mt-bg-es,512,None,37
Helsinki-NLP/opus-mt-de-gaa,512,None,37
Helsinki-NLP/opus-mt-en-bem,512,None,37
Helsinki-NLP/opus-mt-en-ber,512,None,37
Helsinki-NLP/opus-mt-en-ilo,512,None,37
Helsinki-NLP/opus-mt-en-pag,512,None,37
Helsinki-NLP/opus-mt-en-tll,512,None,37
Helsinki-NLP/opus-mt-en-umb,512,None,37
Helsinki-NLP/opus-mt-en-urj,512,None,37
Helsinki-NLP/opus-mt-es-ln,512,None,37
Helsinki-NLP/opus-mt-es-war,512,None,37
Helsinki-NLP/opus-mt-fi-et,512,None,37
Helsinki-NLP/opus-mt-fi-fr,512,None,37
Helsinki-NLP/opus-mt-fi-is,512,None,37
Helsinki-NLP/opus-mt-fi-ln,512,None,37
Helsinki-NLP/opus-mt-fi-wls,512,None,37
Helsinki-NLP/opus-mt-fr-ee,512,None,37
Helsinki-NLP/opus-mt-fr-sv,512,None,37
Helsinki-NLP/opus-mt-gaa-fr,512,None,37
Helsinki-NLP/opus-mt-hr-fr,512,None,37
Helsinki-NLP/opus-mt-mg-es,512,None,37
Helsinki-NLP/opus-mt-sv-th,512,None,37
Helsinki-NLP/opus-mt-dra-en,512,None,36
Helsinki-NLP/opus-mt-en-bnt,512,None,36
Helsinki-NLP/opus-mt-en-hil,512,None,36
Helsinki-NLP/opus-mt-en-kwn,512,None,36
Helsinki-NLP/opus-mt-en-lua,512,None,36
Helsinki-NLP/opus-mt-en-pap,512,None,36
Helsinki-NLP/opus-mt-en-run,512,None,36
Helsinki-NLP/opus-mt-es-bi,512,None,36
Helsinki-NLP/opus-mt-es-pon,512,None,36
Helsinki-NLP/opus-mt-es-xh,512,None,36
Helsinki-NLP/opus-mt-fi-cs,512,None,36
Helsinki-NLP/opus-mt-fi-ho,512,None,36
Helsinki-NLP/opus-mt-fi-mg,512,None,36
Helsinki-NLP/opus-mt-fi-yap,512,None,36
Helsinki-NLP/opus-mt-fr-ht,512,None,36
Helsinki-NLP/opus-mt-fr-sl,512,None,36
Helsinki-NLP/opus-mt-fr-sm,512,None,36
Helsinki-NLP/opus-mt-fr-sn,512,None,36
Helsinki-NLP/opus-mt-fr-uk,512,None,36
Helsinki-NLP/opus-mt-fr-xh,512,None,36
Helsinki-NLP/opus-mt-fr-yo,512,None,36
Helsinki-NLP/opus-mt-guw-sv,512,None,36
Helsinki-NLP/opus-mt-kqn-en,512,None,36
Helsinki-NLP/opus-mt-kqn-sv,512,None,36
Helsinki-NLP/opus-mt-ln-de,512,None,36
Helsinki-NLP/opus-mt-lu-es,512,None,36
Helsinki-NLP/opus-mt-no-es,512,None,36
Helsinki-NLP/opus-mt-pl-sv,512,None,36
Helsinki-NLP/opus-mt-sl-fr,512,None,36
Helsinki-NLP/opus-mt-af-es,512,None,35
Helsinki-NLP/opus-mt-cau-en,512,None,35
Helsinki-NLP/opus-mt-da-fr,512,None,35
Helsinki-NLP/opus-mt-de-hr,512,None,35
Helsinki-NLP/opus-mt-de-vi,512,None,35
Helsinki-NLP/opus-mt-ee-fi,512,None,35
Helsinki-NLP/opus-mt-efi-de,512,None,35
Helsinki-NLP/opus-mt-en-bzs,512,None,35
Helsinki-NLP/opus-mt-en-ceb,512,None,35
Helsinki-NLP/opus-mt-en-kqn,512,None,35
Helsinki-NLP/opus-mt-en-swc,512,None,35
Helsinki-NLP/opus-mt-en-tdt,512,None,35
Helsinki-NLP/opus-mt-en-zls,512,None,35
Helsinki-NLP/opus-mt-es-hil,512,None,35
Helsinki-NLP/opus-mt-fi-id,512,None,35
Helsinki-NLP/opus-mt-fr-ca,512,None,35
Helsinki-NLP/opus-mt-fr-niu,512,None,35
Helsinki-NLP/opus-mt-fr-srn,512,None,35
Helsinki-NLP/opus-mt-fr-swc,512,None,35
Helsinki-NLP/opus-mt-fr-yap,512,None,35
Helsinki-NLP/opus-mt-gem-gem,512,None,35
Helsinki-NLP/opus-mt-is-de,512,None,35
Helsinki-NLP/opus-mt-ko-es,512,None,35
Helsinki-NLP/opus-mt-lg-fr,512,None,35
Helsinki-NLP/opus-mt-loz-fr,512,None,35
Helsinki-NLP/opus-mt-mfs-es,512,None,35
Helsinki-NLP/opus-mt-pap-de,512,None,35
Helsinki-NLP/opus-mt-sv-yo,512,None,35
Helsinki-NLP/opus-mt-tr-fr,512,None,35
Helsinki-NLP/opus-mt-tum-en,512,None,35
Helsinki-NLP/opus-mt-yo-sv,512,None,35
Helsinki-NLP/opus-mt-bcl-de,512,None,34
Helsinki-NLP/opus-mt-chk-en,512,None,34
Helsinki-NLP/opus-mt-de-et,512,None,34
Helsinki-NLP/opus-mt-de-kg,512,None,34
Helsinki-NLP/opus-mt-de-pag,512,None,34
Helsinki-NLP/opus-mt-en-kwy,512,None,34
Helsinki-NLP/opus-mt-en-pis,512,None,34
Helsinki-NLP/opus-mt-en-toi,512,None,34
Helsinki-NLP/opus-mt-eo-cs,512,None,34
Helsinki-NLP/opus-mt-es-NORWAY,512,None,34
Helsinki-NLP/opus-mt-es-ase,512,None,34
Helsinki-NLP/opus-mt-es-srn,512,None,34
Helsinki-NLP/opus-mt-fr-pis,512,None,34
Helsinki-NLP/opus-mt-fr-run,512,None,34
Helsinki-NLP/opus-mt-iso-fi,512,None,34
Helsinki-NLP/opus-mt-lt-sv,512,None,34
Helsinki-NLP/opus-mt-lue-fi,512,None,34
Helsinki-NLP/opus-mt-lun-en,512,None,34
Helsinki-NLP/opus-mt-mos-en,512,None,34
Helsinki-NLP/opus-mt-nso-es,512,None,34
Helsinki-NLP/opus-mt-pt-uk,512,None,34
Helsinki-NLP/opus-mt-ru-lt,512,None,34
Helsinki-NLP/opus-mt-rw-fr,512,None,34
Helsinki-NLP/opus-mt-sk-es,512,None,34
Helsinki-NLP/opus-mt-sv-el,512,None,34
Helsinki-NLP/opus-mt-tw-es,512,None,34
huggingface-course/marian-finetuned-kde4-en-to-fr,512,None,34
Biniam/en_ti_translate,512,None,33
Helsinki-NLP/opus-mt-bzs-fi,512,None,33
Helsinki-NLP/opus-mt-cpp-cpp,512,None,33
Helsinki-NLP/opus-mt-crs-es,512,None,33
Helsinki-NLP/opus-mt-da-de,512,None,33
Helsinki-NLP/opus-mt-de-nl,512,None,33
Helsinki-NLP/opus-mt-en-efi,512,None,33
Helsinki-NLP/opus-mt-en-sla,512,None,33
Helsinki-NLP/opus-mt-eo-it,512,None,33
Helsinki-NLP/opus-mt-es-efi,512,None,33
Helsinki-NLP/opus-mt-es-lus,512,None,33
Helsinki-NLP/opus-mt-es-pap,512,None,33
Helsinki-NLP/opus-mt-es-tll,512,None,33
Helsinki-NLP/opus-mt-es-tw,512,None,33
Helsinki-NLP/opus-mt-fi-niu,512,None,33
Helsinki-NLP/opus-mt-fi-war,512,None,33
Helsinki-NLP/opus-mt-fr-efi,512,None,33
Helsinki-NLP/opus-mt-fr-eo,512,None,33
Helsinki-NLP/opus-mt-fr-hu,512,None,33
Helsinki-NLP/opus-mt-fr-lu,512,None,33
Helsinki-NLP/opus-mt-fr-mos,512,None,33
Helsinki-NLP/opus-mt-fr-tll,512,None,33
Helsinki-NLP/opus-mt-fr-war,512,None,33
Helsinki-NLP/opus-mt-gaa-de,512,None,33
Helsinki-NLP/opus-mt-he-sv,512,None,33
Helsinki-NLP/opus-mt-itc-itc,512,None,33
Helsinki-NLP/opus-mt-lg-sv,512,None,33
Helsinki-NLP/opus-mt-mh-es,512,None,33
Helsinki-NLP/opus-mt-mt-sv,512,None,33
Helsinki-NLP/opus-mt-niu-es,512,None,33
Helsinki-NLP/opus-mt-niu-fi,512,None,33
Helsinki-NLP/opus-mt-pis-sv,512,None,33
